Id,SalePrice
1461,123530.07372515195
1462,160296.985556195
1463,184950.71171812183
1464,194389.33680900437
1465,192974.9950904891
1466,180681.25020591283
1467,176540.26720702
1468,169723.5782189428
1469,178061.53766607636
1470,125358.83880083702
1471,205320.74540953347
1472,97287.6538122247
1473,96720.65800299503
1474,151089.02492583403
1475,115370.59844692834
1476,359466.18569971045
1477,249750.21374342145
1478,285302.1240127762
1479,279174.1286191491
1480,471718.5537082774
1481,337505.7394367143
1482,202030.20489331766
1483,178659.2883026083
1484,172176.33307438417
1485,173113.5293843565
1486,190304.03380025932
1487,327189.65863991535
1488,228568.24766030596
1489,203121.3476143823
1490,225494.83503211275
1491,193561.66317785968
1492,96925.82076210064
1493,183917.0431972534
1494,290019.2561495389
1495,282368.89644218335
1496,238852.6896279514
1497,181420.3336955543
1498,159161.52119743568
1499,157094.86555282175
1500,160757.08391389652
1501,173673.5168329126
1502,149216.71605331724
1503,285329.66909352946
1504,233194.8253786681
1505,223398.65916518393
1506,178173.98323288703
1507,246400.3709403254
1508,183845.90216456348
1509,159312.82039673626
1510,145752.95065311933
1511,145316.6457296351
1512,171485.69053897783
1513,145716.70388687713
1514,166200.13644844783
1515,194836.51813433119
1516,152073.46838898034
1517,162023.0096070297
1518,133617.4418772864
1519,223523.889651445
1520,139243.78116050683
1521,140014.34233132092
1522,167403.63063021103
1523,118165.79964717192
1524,120406.94667346614
1525,126132.77642723576
1526,121903.01655445377
1527,113673.20752413376
1528,129919.06619367369
1529,146727.32301423515
1530,168075.38415848624
1531,116285.33438341638
1532,98452.17703644487
1533,143808.8625170626
1534,114110.03707319095
1535,153633.43042956162
1536,109492.48536000942
1537,73140.97692488668
1538,142468.91507123542
1539,184885.9114971233
1540,103906.75960205757
1541,132072.48458613784
1542,133326.45042045755
1543,192483.9117985795
1544,83945.45588290646
1545,97824.0306304338
1546,123017.19231264052
1547,133861.8481742382
1548,127365.27461233662
1549,108504.63702933562
1550,134494.75611285344
1551,115321.61295629284
1552,135572.9016363471
1553,145362.652124783
1554,118903.21943757751
1555,174800.439068415
1556,88370.99972511284
1557,116080.25442853442
1558,100238.98792931666
1559,92739.07237460668
1560,143686.55747204978
1561,142308.33515553016
1562,129225.70029258897
1563,115052.40809161143
1564,155386.85003858732
1565,150516.76985893722
1566,237256.53393439946
1567,80471.87971045244
1568,227436.31492970552
1569,149893.00512857523
1570,139739.42282747652
1571,121619.5279156502
1572,149450.9817247012
1573,236325.15186003363
1574,114868.9282103242
1575,224514.68575089614
1576,240452.99934264095
1577,192018.67205377817
1578,150043.13110628995
1579,148263.04745282643
1580,189735.8291759223
1581,144142.8221725326
1582,127645.41199992351
1583,318274.7550382233
1584,236221.4235152023
1585,144680.679872842
1586,74792.83071832068
1587,101810.0081811246
1588,144271.71721783275
1589,104431.58652536404
1590,136969.81345900436
1591,99110.17512872112
1592,131201.6959802352
1593,124248.73040177935
1594,128633.81322795735
1595,119650.48342126903
1596,228910.92984932277
1597,176873.3382730933
1598,182492.2502365252
1599,168746.8756493921
1600,179915.10100280703
1601,68709.60349256762
1602,106508.74291158436
1603,80292.40213055171
1604,270888.4480164589
1605,243083.4572218133
1606,169513.63275363308
1607,159308.45861533217
1608,211053.70800527747
1609,183827.24740034973
1610,156332.28545327362
1611,148858.70612991755
1612,188019.3599295755
1613,171444.40213144038
1614,125219.46531660215
1615,85104.44016641048
1616,74173.05604282928
1617,87499.702079411
1618,123419.7727850365
1619,142433.0960170614
1620,167871.66494459705
1621,142437.50412966136
1622,141358.64817076924
1623,265320.96749531414
1624,230740.30523276757
1625,122828.66988640775
1626,168592.02129978547
1627,188333.54959001465
1628,264905.75551738637
1629,171443.21811415348
1630,321922.97030039417
1631,200606.22361210117
1632,237221.86327563375
1633,169377.97870653143
1634,185023.76216138317
1635,180154.64269013584
1636,164432.15358568513
