SK_ID_CURR,TARGET
100001,0.0651866201782115
100005,0.11703268919940854
100013,0.06776799165943174
100028,0.070726934940748
100038,0.11804063389027952
100042,0.0534246814035374
100057,0.08065381141208275
100065,0.10020391354606414
100066,0.048550604130651535
100067,0.0849840417094042
100074,0.06496148774527129
100090,0.10838542661027942
100091,0.10498721987098782
100092,0.09191214593707682
100106,0.11917052922911416
100107,0.09164796369961671
100109,0.09388513484227053
100117,0.07506950327216422
100128,0.0667651921878096
100141,0.09055098091538134
100150,0.07166288792241049
100168,0.05333299935872126
100169,0.040423854611021146
100170,0.08093140431575996
100171,0.09623068876822415
100172,0.11669188834353306
100184,0.06943660994845396
100187,0.05801262700607929
100212,0.07549931995997362
100222,0.0869529088357882
100223,0.05607612662282705
100232,0.06512502010750176
100241,0.12507428076415478
100245,0.06919420389151561
100253,0.05736261470166896
100256,0.09263398159586905
100271,0.05453054041145272
100278,0.1092678182094615
100280,0.06366873274155266
100306,0.13107452525617763
100311,0.10236008724498466
100312,0.05798215356451191
100330,0.07930011257710243
100331,0.0902090823258538
100352,0.08073367638129317
100358,0.09796328849972187
100367,0.08313723509818936
100382,0.07643751131220468
100384,0.07041521847520303
100385,0.09056205890801144
100386,0.07473729525316619
100399,0.06455463938614676
100404,0.06729682543044556
100416,0.06045720760089624
100422,0.12105829617206204
100426,0.07574036200069495
100438,0.06624739925241356
100444,0.09729302047284988
100445,0.11080798497777279
100446,0.09676310648792777
100447,0.06155832677336547
100450,0.06820355429213489
100466,0.07847718617225466
100483,0.06691512307259208
100484,0.04943791759376344
100494,0.08297109976457895
100510,0.10753830864276849
100512,0.056979481109897354
100517,0.0691029209510844
100548,0.05287558335110337
100551,0.06746170032153412
100552,0.11703470096092776
100553,0.07915341219329511
100561,0.08958812873743782
100568,0.1254984276977178
100569,0.060024047635054784
100591,0.08892406052236936
100592,0.05030806733586513
100602,0.08720277756378475
100607,0.08042925557370596
100613,0.07683409529573178
100617,0.06648438227347868
100618,0.09208371785162409
100622,0.13929656328122877
100625,0.09325492106709993
100677,0.08149457844479555
100699,0.07808423590823284
100702,0.13300024959685755
100711,0.06588944428779209
100729,0.12733841260285306
100740,0.1079820661058844
100744,0.1011033732635261
100745,0.09281410323573985
100747,0.09654082238042143
100751,0.09941721674134427
100752,0.07745429279249791
100753,0.13307712894390902
100754,0.0971434489072139
100760,0.09481140859763146
100762,0.08599887677266668
100763,0.07689516841184875
100765,0.07505979581756402
100770,0.08955676801235356
100772,0.07555041009929084
100777,0.0797573745653152
100791,0.06646097997511002
100792,0.06258829219097281
100797,0.08615609871142704
100823,0.09130220880995431
100826,0.09163549226548535
100830,0.06180656225669056
100836,0.11210170370791066
100872,0.08229980820176129
100910,0.08627065969895513
100913,0.060609588560214596
100918,0.08440433440147484
100931,0.055366398473387986
100952,0.10688003978105601
100953,0.07258923305118035
100965,0.0961010667606623
100970,0.07433748211270859
100982,0.10459087448773134
100983,0.08325465127773103
100984,0.06638552204085002
100987,0.10711471051471093
100997,0.07673107453523151
100998,0.1165997356048934
101002,0.09332029027225065
101005,0.12235431862146058
101008,0.11577107474141196
101020,0.09611792734536874
101021,0.09256727102490091
101024,0.07594480598074661
101025,0.12278382396022713
101026,0.07696602811032245
101031,0.07219106270940086
101041,0.060680539246118964
101051,0.051724252980157544
101055,0.08816116540905908
101056,0.1033230166476437
101057,0.09872904596030907
101064,0.06578536911533572
101079,0.07959135571235407
101087,0.08025803425605407
101090,0.058132929659415966
101092,0.08434051233499903
101097,0.09450470832185182
101099,0.05478923085896992
101107,0.09181923063562213
101118,0.09216830910663588
101125,0.08491224280820914
101126,0.06999512801541939
101128,0.1013681954595997
101136,0.11316116889983183
101140,0.09457577646266632
101149,0.0711109106767971
101160,0.06734053065168813
101169,0.11066292740512608
101181,0.0741948620783833
101186,0.05429089721582043
101190,0.10108352302422703
101193,0.10736732358999333
101194,0.07925109234825772
101198,0.08952448878252393
101200,0.062340626697366716
101204,0.09439403315497184
101211,0.07130450711379747
101213,0.07349972419574109
101223,0.0760764132097015
101225,0.09556332615258807
101237,0.07352254207403666
101243,0.07565613586170294
101244,0.10837461399577898
101258,0.06521164075883426
101259,0.13245356255994678
101268,0.09901506648767598
101269,0.06758089587654172
101271,0.1066423905578909
101279,0.059924476909556545
101281,0.07814042955199603
101287,0.07260520940754556
101292,0.06150379949471294
101294,0.07153311318125354
101296,0.060771855267032895
101297,0.07512799090658431
101299,0.062063954322201145
101301,0.07643995102744458
101305,0.07040421172596291
101308,0.05897627620185875
101318,0.05381255955730781
101327,0.10051530722270927
101329,0.10447928167252069
101332,0.05644244555022634
101337,0.08409476336918455
101343,0.06136415576886404
101345,0.06736736775619155
101346,0.08689037423841939
101353,0.047990453275289266
101354,0.1026066801495982
101355,0.09155298664477501
101356,0.053445005891216917
101362,0.1026739294757528
101363,0.1278357293755602
101365,0.06940914044030025
101366,0.09259870153084807
101367,0.11971688792998177
101368,0.051308729778584465
101374,0.10709550694711215
101380,0.06441495477947828
101383,0.056524977071675246
101398,0.05069216136053952
101399,0.11936017816000175
101401,0.10491920640680623
101412,0.09449036771131201
101426,0.10495880654019231
101427,0.1287504474751752
101428,0.0930861365526499
101429,0.08485021909255337
101434,0.07340665983721412
101440,0.08854064106570224
101448,0.09192806509748881
101449,0.07859019854660491
101465,0.07325354403680942
101467,0.07422840742257106
101472,0.12956563092082768
101478,0.07547042951497866
101497,0.07607858200797493
101504,0.06682607894574061
101547,0.07547460593030883
101548,0.09424728395197182
101555,0.07416819558773761
101570,0.08622353467021382
101572,0.06869022456309862
101578,0.0758629180841867
101580,0.09997164265098629
101588,0.08966001894256133
101602,0.07725887020970183
101610,0.09112176055579899
101614,0.10741997540779301
101616,0.09109474635681167
101643,0.09381698118526109
101644,0.08876287686654558
101649,0.08212337976091758
101650,0.09091896709911526
101665,0.054251281551710454
101667,0.1066863208780029
101669,0.05471066289121432
101674,0.09978893267947013
101675,0.07677634894261759
101678,0.0934904726573221
101682,0.08182687994861403
101686,0.08690955273077204
101697,0.13132883587806682
101700,0.09010636866488346
101711,0.06072099977158026
101714,0.04748058715746431
101715,0.10417305325508533
101728,0.0814544016842517
101732,0.07011362813068826
101757,0.07616295579616779
101758,0.09896362740716526
101759,0.09301011623110199
101762,0.0471303427938972
101764,0.07446233833727546
101780,0.1073757011979387
101784,0.08878006050246821
101789,0.0634360486295205
101816,0.07239805540417421
101819,0.06586325972892093
101827,0.04885375813379076
101863,0.09269166180053452
101867,0.10723052334061037
101870,0.06063466639198131
101873,0.1004029128902889
101878,0.07779437083979013
101879,0.05353757245941909
101880,0.06525553182421283
101887,0.09793391001592766
101897,0.05738153859443554
101901,0.06678052907944963
101903,0.1389802794235415
101920,0.07820504210475707
101921,0.07936996958329785
101922,0.06978898792294559
101961,0.11975003751868148
101962,0.07613237444815359
101971,0.07922634835956048
101976,0.1095395771408081
